name,type,img_url,relaxed,happy,euphoric,uplifted,sleepy,creative,energetic,focused,hungry,terpene_profile
Red Eye OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,76.0,48.0,36.0,0.0,56.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
9D4,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,33.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Shangri-La,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,55.0,57.0,71.0,0.0,0.0,42.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sugar Plum Sunset,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,26.0,24.0,19.0,12.0,14.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
OGKZ,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,50.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Martian Mean Green,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,32.0,54.0,54.0,54.0,0.0,0.0,34.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Pez,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,59.0,62.0,62.0,40.0,34.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Tropical Tang,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,73.0,60.0,0.0,0.0,33.0,40.0,40.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
92 OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,0.0,75.0,25.0,0.0,0.0,0.0,50.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kiwiskunk,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,83.0,83.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Brian Berry Cough,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,62.0,54.0,48.0,0.0,0.0,31.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sorbetto,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Pheno 51,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,51.0,45.0,42.0,28.0,0.0,25.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
False Teeth,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,55.0,55.0,50.0,0.0,0.0,0.0,38.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hemlock,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,54.0,52.0,35.0,50.0,0.0,0.0,0.0,37.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alpha OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,92.0,65.0,65.0,38.0,0.0,0.0,0.0,0.0,42.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Heavy Duty Fruity,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,40.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,29.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
CBD OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,62.0,62.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Durga Mata II,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Boss Hogg,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,52.0,57.0,42.0,0.0,26.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
BOG Bubble,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Rocky Mountain High,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,53.0,38.0,53.0,38.0,0.0,38.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sumo Grande,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,66.0,0.0,44.0,0.0,66.0,55.0,66.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Strawberry Snow Cone,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,85.0,85.0,71.0,0.0,0.0,71.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Giesel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Arrow,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,53.0,43.0,48.0,54.0,0.0,0.0,0.0,30.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Afghan Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,33.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Freezeland,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,67.0,61.0,51.0,0.0,0.0,35.0,0.0,0.0,35.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Medicine Man,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,52.0,36.0,43.0,0.0,32.0,0.0,0.0,32.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sapphire Star,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,64.0,42.0,57.0,0.0,0.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,68.0,45.0,46.0,0.0,64.0,0.0,0.0,0.0,38.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alpine OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,42.0,50.0,64.0,0.0,28.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Violet Delight,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,59.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Harambe,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,83.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lemon Bubble,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,63.0,51.0,48.0,0.0,0.0,60.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Animal Cookies,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,76.0,46.0,53.0,38.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Golden Tiger,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,64.0,57.0,57.0,0.0,0.0,64.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dank Dough,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mr. Tusk,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,71.0,71.0,0.0,0.0,42.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Black Roses,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,88.0,66.0,0.0,55.0,44.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dank Schrader,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,90.0,54.0,54.0,45.0,0.0,0.0,0.0,0.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Root Beer Kush,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,37.0,43.0,34.0,31.0,0.0,46.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bedica,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,76.0,53.0,0.0,0.0,38.0,0.0,0.0,38.0,46.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
East Coast Alien,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,41.0,58.0,41.0,58.0,0.0,0.0,0.0,0.0,41.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cinderella's Dream,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,46.0,51.0,51.0,57.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Flowerbomb Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,46.0,46.0,28.0,0.0,0.0,0.0,28.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
CBD Blue Shark,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,92.0,64.0,0.0,48.0,28.0,0.0,0.0,40.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
CBD Charlotte’s Angel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
UW Purple,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,51.0,40.0,24.0,63.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hashberry,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,59.0,46.0,46.0,0.0,30.0,0.0,0.0,0.0,29.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Green Candy,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,45.0,63.0,50.0,49.0,0.0,0.0,49.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bubba Berry,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,33.0,41.0,0.0,50.0,0.0,0.0,0.0,33.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blues,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,58.0,66.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Moose Tracks,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,66.0,0.0,33.0,33.0,0.0,0.0,33.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Afghan Cow,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,71.0,42.0,42.0,0.0,0.0,42.0,85.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cherry Fuel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dutchberry,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,45.0,67.0,40.0,42.0,0.0,34.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Triple Diesel,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,52.0,37.0,47.0,41.0,0.0,0.0,0.0,30.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Black Fire,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blue Fire,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Oregon Lemons,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Royal Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,76.0,52.0,58.0,0.0,70.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mangolicious,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,37.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lions Gate,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,83.0,0.0,83.0,0.0,0.0,50.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sapphire Scout,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,88.0,77.0,44.0,66.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Early Girl,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,49.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,35.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sequoia Strawberry,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,35.0,41.0,41.0,76.0,0.0,0.0,52.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Banana Diesel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,41.0,48.0,0.0,46.0,0.0,41.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Black Raspberry,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,46.0,38.0,0.0,38.0,0.0,23.0,0.0,38.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Citral Flo,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,100.0,50.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hercules,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,76.0,56.0,40.0,0.0,0.0,44.0,44.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
